id,username,created_at,lng,lat,text
1517647902864117760,JennBardsley,Fri Apr 22 23:33:51 +0000 2022,-122.3001295,47.827984,"@potpier1 @astrohaus It's a ""smart"" typewriter. It will upload documents to the cloud but that's it. Distraction-free writing."
1517647915795161088,navhazard88,Fri Apr 22 23:33:54 +0000 2022,-122.6557945,47.4939445,@BadNewsBergy It’s not a big ass forehead. I am excited to see it when you can get an appointment! 😀
1517647946258419712,tmj_WAT_UTIL,Fri Apr 22 23:34:01 +0000 2022,-122.3213693,47.1971241,"Have you ever had a role like ""Maintenance Technician II - 2nd shift""? What did you like most about that job? #cintasjobs"
1517647949311926272,LifeofJuanTwo,Fri Apr 22 23:34:02 +0000 2022,-122.34930479,47.62050311,".They said not many things in Seattle taller then the @spaceneedle, but one of them is Thunder. 🤷🏻‍♂️.… https://t.co/96eKcjMVuS"
1517647976788676609,GrantHayter,Fri Apr 22 23:34:08 +0000 2022,-123.40326049999999,48.653034500000004,@pmayvr @VancouverSun Perhaps @atiraproperty can explain…
1517648044300242945,AnEssentialNPC,Fri Apr 22 23:34:24 +0000 2022,-120.882482,47.273022,"@aliDasDnD For high to mid level horror games, then I'd say look into Cthulu/mind flayer/madness stuff. Also serial… https://t.co/FWE1MZZT12"
1517648062490955777,ProbPrestonH,Fri Apr 22 23:34:29 +0000 2022,-122.1660035,47.180856,@TAHK0 Imagine if Nintendo put both fighters passes on the expansion pack. If I was not a switch owner the idea of… https://t.co/NlruCNdqyR
1517648095739187200,jordanborth,Fri Apr 22 23:34:37 +0000 2022,-123.49023600000001,48.826854499999996,"@Brandon_Arnold @gog3tcreative Also, their UI is horrible"
1517648131965407232,JonHaroldMeyer1,Fri Apr 22 23:34:45 +0000 2022,-117.434547,47.667438,@psirulehpro @DisneyFoodBlog I wish I can go with you. I love Disney.
1517648139615805441,jasondunn,Fri Apr 22 23:34:47 +0000 2022,-122.2740545,47.905972000000006,"@rogue_czar @Tesla Yeah, but none are as good as Tesla from what I've seen...if/when Tesla opens the supercharger n… https://t.co/OlzgtJrxnb"
1517648191893782535,David56361043,Fri Apr 22 23:35:00 +0000 2022,-122.1505695,48.168642,@foreverlawninc @JEarnhardt1 @RCRracing Excellent job Buddy
1517648199472738304,tmj_or_govern,Fri Apr 22 23:35:01 +0000 2022,-123.8925908,43.0059455,"Interested in a job in #Remote, OR? This could be a great fit. Click the link in our bio to apply: Sr Mgr, Federal… https://t.co/9ZJ47hO4CK"
1517648200500269056,TimFromPuyallup,Fri Apr 22 23:35:02 +0000 2022,-122.3306025,47.614817,@Jenevevil I just want everyone to have fun and make friends.
1517648201381126144,tmj_WA_facmgmt,Fri Apr 22 23:35:02 +0000 2022,-122.6329356,47.5673202,"See our latest #Bremerton, WA job and click to apply: Part Time Night Trash Collector - https://t.co/sYE802IBL8 #FacilitiesMgmt"
1517648205097279488,barbwir33913971,Fri Apr 22 23:35:03 +0000 2022,-120.882482,47.273022,@EnseySherwood @mxmnews Thanks Sherwood ❣️
1517648228233097217,jzimbabwe,Fri Apr 22 23:35:08 +0000 2022,-117.5344415,47.6164385,"@cruickshank I was willing to do salmon, but salmon and strawberries was my clue it was not real."
1517648231550767105,captinkirk60,Fri Apr 22 23:35:09 +0000 2022,-122.178297,47.325447499999996,@MsOregonian Presidents mother pool drove through our neighborhood today https://t.co/oKzoIrWzHI
1517648292032643072,film_girl,Fri Apr 22 23:35:24 +0000 2022,-122.3306025,47.614817,@henrytcasey I’ve given his gallery so much money over the years and will probably continue to. I just didn’t know… https://t.co/5YhpV0oAyR
1517648300043763712,Meshuga07,Fri Apr 22 23:35:25 +0000 2022,-120.58340150000001,44.1454365,"He's so full of it, he needs to bring his toilet seat with him."
1517648338530701312,CoachMaxKomar,Fri Apr 22 23:35:35 +0000 2022,-122.149768,47.5978565,Big brother was built for this!! 💪💪💪
1517648365843931136,TiffRichElliott,Fri Apr 22 23:35:41 +0000 2022,-122.1660035,47.180856,"@jzimbabwe I know they were working on Paine Field as a hub, surprised they didn't divert sooner.Anyway, welcome t… https://t.co/FdOMGNqmne"
1517648372676501504,robkellyclark,Fri Apr 22 23:35:43 +0000 2022,-122.163996,47.530428,@chevygirl169 Think about it.  Could this be a way the white hats are taking out the deep state food processing pla… https://t.co/j9ZP6k0SSo
1517648377592352768,TotalTrafficSEA,Fri Apr 22 23:35:44 +0000 2022,-122.202,47.57861,"Accident. Three right lanes blocked. in #MercerIs on I-90 EB at East Mercer Way/Exit 8, stopped traffic back to Wes… https://t.co/cXb2W59kr4"
1517648386022805504,jpfwa,Fri Apr 22 23:35:46 +0000 2022,-119.20031,46.255303,@MilesKISW @Craig1977pinka1 @Delta @AlaskaAir Our bad Spring Break airline experience started with Alaska😂😂 https://t.co/ceQBHWiwTA
